@relation 'camel_acdc_prediction_change (version 1) _new - Copy-weka.filters.unsupervised.attribute.Remove-R1,9-10-weka.filters.supervised.instance.SMOTE-C2-K5-P3317.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P38714.0-S1-weka.filters.unsupervised.attribute.Reorder-R1,6,2,3,4,7,5-weka.filters.unsupervised.attribute.Add-NConcern_Overload-C3-W1.0-weka.filters.unsupervised.attribute.Add-NScattered_Parasitic_Functionality-C5-W1.0-weka.filters.unsupervised.attribute.Add-NDependency_Cycle-C10-W1.0-weka.filters.unsupervised.instance.Resample-S1-Z5.5'

@attribute label {a,b,c}
@attribute Logical_Dependency numeric
@attribute Concern_Overload numeric
@attribute Link_Overload numeric
@attribute Scattered_Parasitic_Functionality numeric
@attribute Unused_Interface numeric
@attribute Brick_Functionality_Overload numeric
@attribute Clone_Comp numeric
@attribute Sloopy_Delegation numeric
@attribute Dependency_Cycle numeric

@data
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,1,0,0,1,0,1,0
b,0,0,0,0,0,1,0,0.12869,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,1,0,0,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,1,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0.6437,0,0,0,0,0.623705,0
c,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,0.437928,0,1,0
c,0,0,0.766322,0,0,1,0,1,0
a,0,0,0,0,0,1,0,0,0
b,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0.168743,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,1,0,0,0,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0.97406,0,0,1,0,1,0
c,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,1,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,0.510876,0,0,1,0,1,0
b,0,0,1,0,0,1,0,0,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,1,0,0.52142,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,1,0,0,0
b,0,0,1,0,0,1,0,0,0
c,0,0,0.093075,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0.956055,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0.974446,0,1,0
a,0,0,0,0,0,1,0,0,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.032397,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.771838,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,1,0,0,1,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0.449575,0,0,0,0,0.297461,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0.811613,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0.852316,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.00957,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.127767,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.716695,0,1,0
c,0,0,0,0,0,0.909266,0,1,0
c,0,0,0.702733,0,0,1,0,1,0
c,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,1,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,1,0,1,0
c,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
c,0,0,1,0,0,1,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,1,0,1,0
c,0,0,0.719193,0,0,1,0,1,0
b,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,1,0,0.026216,0
c,0,0,0.818731,0,0,1,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0.465171,0,0,1,0,1,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,1,0,0,0.473147,0,0.904826,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0.400643,0,0,0,0,0.84442,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.121306,0,1,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,0.215595,0,0,0,0,0.669155,0
c,0,0,0.615907,0,0,1,0,1,0
c,0,0,0,0,0,0.041573,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0.516013,0,0,0,0,0.229422,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0.546298,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.487608,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0.727167,0,0,0,0,0.490919,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.982362,0,1,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0.376917,0,0,1,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,1,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.029252,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,1,0,1,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,1,0,1,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,1,0,0.614874,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,1,0,1,0
b,0,0,1,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
c,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,1,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.913278,0,1,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0.981666,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,0.458104,0,0,1,0,1,0
c,0,0,0.507823,0,0,1,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0.918895,0,0,1,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
c,0,0,0.563893,0,0,1,0,1,0
c,0,0,0.62037,0,0,0,0,0.445986,0
a,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,1,0,1,0
c,0,0,0,0,0,1,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,1,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,1,0,0,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,1,0,0,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0.271855,0,0,1,0,1,0
c,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,1,0,1,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,1,0
