@relation 'wicket_arc_prediction_change-weka.filters.unsupervised.attribute.Remove-R1,9-10-weka.filters.supervised.instance.SMOTE-C3-K5-P5300.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P580.0-S1-weka.filters.unsupervised.attribute.Add-NLogical_Dependency-C2-W1.0-weka.filters.unsupervised.attribute.Add-NClone_Comp-C8-W1.0-weka.filters.unsupervised.attribute.Add-NDependency_Cycle-C10-W1.0-weka.filters.unsupervised.instance.Resample-S1-Z20.0'

@attribute label {a,b,c}
@attribute Logical_Dependency numeric
@attribute Concern_Overload numeric
@attribute Link_Overload numeric
@attribute Scattered_Parasitic_Functionality numeric
@attribute Unused_Interface numeric
@attribute Brick_Functionality_Overload numeric
@attribute Clone_Comp numeric
@attribute Sloopy_Delegation numeric
@attribute Dependency_Cycle numeric

@data
b,0,0,1,1,0,0,0,0,0
c,0,0,0.629681,1,0,0,0,0,0
b,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,1,1,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
b,0,0,1,1,0,1,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0.942258,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
a,0,0,0,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
a,0,0,1,0,0,1,0,1,0
a,0,0,1,1,0,1,0,0,0
b,0,0,1,0,0,1,0,0,0
a,0,1,0,1,0,0,0,1,0
b,0,1,1,1,0,1,0,0,0
c,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
c,0,1,1,1,0,0,0,0.992855,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
c,0,0.175726,1,1,0,0,0,1,0
b,0,1,1,1,0,0.094613,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,1,0,0,1,0,1,0
b,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,1,0,1,0,0,0,0,0
a,0,0,1,1,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
b,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
a,0,0,0,1,0,0,0,0,0
b,0,1,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,1,0
b,0,0,1,1,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
c,0,1,0.665921,1,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
a,0,0,1,1,0,1,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
c,0,0,0.314874,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,0.836157,0
b,0,0,0,0,0,0,0,0,0
a,0,0,1,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,1,0,0,0,0,0,1,0
a,0,0,1,1,0,1,0,1,0
a,0,0,0,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,0.484466,1,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
c,0,0.6859,1,1,0,0,0,1,0
a,0,1,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,0,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
b,0,0,1,0,0,0,0,0,0
c,0,0,1,0.503037,0,0,0,0,0
a,0,1,0,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,1,0.795217,0,1,0,0,0
c,0,1,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,1,0
a,0,1,0,0,0,0,0,1,0
b,0,0,1,1,0,1,0,1,0
b,0,1,0,1,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,0,0,0,0,0,0,0
b,0,0,1,1,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
c,0,0.668754,0,1,0,0,0,1,0
b,0,0,1,1,0,0,0,1,0
a,0,0,0,1,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
a,0,1,0,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,1,0,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,0,0.298121,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,1,1,1,0,0,0,0.999448,0
c,0,0,1,1,0,0,0,1,0
c,0,0,0,1,0,0,0,0.185918,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,1,0,0,1,0,1,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
c,0,0,1,1,0,1,0,1,0
c,0,1,1,1,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,0,0
c,0,1,1,1,0,0,0,1,0
b,0,0,1,1,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,1,0
b,0,0,1,1,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,1,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,1,0,0,0,0,1,0
a,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
c,0,0,0.154694,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,0.614701,0
b,0,0,0,1,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
c,0,0,0.46385,0,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
b,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,0,0
a,0,0,0,1,0,0,0,1,0
a,0,0,0,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,0,1,1,0,1,0,1,0
b,0,0,1,0,0,0,0,0,0
c,0,0.697155,0,1,0,0,0,1,0
c,0,0.633372,0,1,0,0,0,1,0
c,0,0,1,0.444193,0,0,0,0,0
b,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
c,0,0,1,1,0,1,0,1,0
a,0,0,0,1,0,0,0,0,0
c,0,0,1,1,0,1,0,1,0
a,0,0,0,1,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
b,0,0,1,1,0,1,0,1,0
b,0,0,1,0,0,0,0,0,0
c,0,0,0.288668,1,0,0,0,0,0
c,0,0,1,1,0,0,0,0.869467,0
c,0,0,1,1,0,0.518881,0,1,0
b,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0.265973,0,1,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0.998751,0,1,0
a,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,1,0,0,0,1,0
b,0,1,0,1,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,0,0.32118,0,0,0,0,0,0
b,0,0,1,1,0,1,0,1,0
b,0,0,1,1,0,0,0,1,0
a,0,0,1,0,0,1,0,1,0
c,0,0,1,1,0,0.622897,0,1,0
a,0,1,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,0,0
c,0,0,0.154694,1,0,0,0,1,0
b,0,0.621277,0,1,0,0,0,1,0
c,0,0,0.259513,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
a,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,1,1,0,0.251464,0,1,0
b,0,0,1,1,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
b,0,0,1,1,0,0,0,1,0
b,0,0,1,1,0,0,0,1,0
a,0,1,0,1,0,0,0,0,0
b,0,0,1,1,0,1,0,1,0
b,0,0,1,1,0,0,0,0,0
c,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,1,0,1,0
b,0,0,0,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,0,1,0.795217,0,1,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
b,0,0,1,1,0,1,0,0,0
c,0,0,0.137403,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0.18023,0,0,0,0,0
b,0,0.41906,0,0,0,0,0,1,0
b,0,0,0,1,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
c,0,0.016681,1,1,0,0,0,1,0
a,0,0,1,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,1,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
c,0,0,1,1,0,0,0,0.930775,0
a,0,0,1,1,0,1,0,0,0
a,0,0,0,1,0,0,0,1,0
b,0,0,1,1,0,0,0,1,0
b,0,1,0,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,1,0,1,0
b,0,0,1,1,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
b,0,1,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,0,0
a,0,0,1,1,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
a,0,0,1,1,0,0,0,0,0
c,0,1,1,1,0,0,0,0.10085,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,1,0
b,0,0,1,1,0,1,0,0,0
a,0,0,0,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,1,0,0,1,0,1,0
a,0,0,0,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
c,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0.897252,0,0,0,0,0
a,0,0,1,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,1,0,0,0,0,0
b,0,0,1,1,0,0,0,1,0
a,0,1,0,0,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,0.131564,0,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,0,0.189209,1,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
c,0,0,0.213072,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,1,0,1,0,1,0
b,0,0,1,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,1,1,0,0,0,0,0
b,0,0,1,1,0,1,0,1,0
a,0,0,1,0,0,1,0,1,0
c,0,0,0.413465,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
b,0,0,1,1,0,0,0,1,0
c,0,0,0,1,0,0,0,0.460583,0
c,0,0.70768,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,1,0,0,0,1,0
a,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0.262067,1,1,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
b,0,0,1,1,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
a,0,0,0,1,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
b,0,1,0,1,0,0,0,0,0
b,0,0,1,1,0,0,0,0,0
c,0,0,1,1,0,1,0,1,0
c,0,0,1,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
b,0,0,1,1,0,1,0,0,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
b,0,0,1,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,0,1,1,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
b,0,0,0,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,1,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,1,0,1,0,1,0
a,0,0,0,1,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
c,0,0,0.504918,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0.159858,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,1,0,0,0,1,0
c,0,0.881797,0,1,0,0,0,1,0
c,0,0,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,1,0
a,0,0,1,0,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
a,0,0,1,1,0,1,0,1,0
c,0,1,0.019505,1,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,1,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
c,0,1,1,1,0,0,0,1,0
a,0,0,0,1,0,0,0,0,0
c,0,0,1,1,0,0.220029,0,1,0
a,0,0,1,1,0,1,0,1,0
a,0,0,1,0,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
c,0,0.678333,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,1,1,1,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
c,0,1,1,1,0,0,0,0.768065,0
c,0,1,1,1,0,0,0,0.609252,0
c,0,0,0.94224,1,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
c,0,0,1,1,0,0.825536,0,1,0
c,0,0,1,1,0,0,0,1,0
c,0,0,0,1,0,0,0,1,0
a,0,1,0,1,0,0,0,0,0
c,0,0,1,1,0,0,0,1,0
b,0,1,0,1,0,0,0,0,0
b,0,0,1,1,0,1,0,1,0
b,0,1,0,1,0,0,0,0,0
c,0,0,1,1,0,0,0,0.916455,0
b,0,0,1,1,0,0,0,1,0
a,0,0,1,0,0,0,0,0,0
b,0,0,1,1,0,0,0,1,0
a,0,0,1,0,0,1,0,1,0
a,0,1,0,0,0,0,0,0,0
c,0,1,1,1,0,0,0,1,0
b,0,0,0,0,0,0,0,0,0
b,0,0,0,1,0,0,0,0,0
