@relation 'nutch_pkg_prediction_change-weka.filters.unsupervised.attribute.Remove-R1,6-8-weka.filters.supervised.instance.SMOTE-C2-K5-P1060.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P2327.0-S1-weka.filters.unsupervised.attribute.Add-NLogical_Dependency-C2-W1.0-weka.filters.unsupervised.attribute.Add-NLink_Overload-C3-W1.0-weka.filters.unsupervised.attribute.Add-NClone_Comp-C5-W1.0'

@attribute Label {a,b,c}
@attribute Logical_Dependency numeric
@attribute Link_Overload numeric
@attribute Unused_Interface numeric
@attribute Clone_Comp numeric
@attribute Brick_Functionality_Overload numeric
@attribute Sloopy_Delegation numeric

@data
a,0,0,0,0,1,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,1,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,0,0,0,0,1
b,0,0,0,0,0,1
a,0,0,0,0,1,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,1,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,1,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,1,0
a,0,0,0,0,1,0
a,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
c,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,1,0
b,0,0,0,0,0,0
c,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,1,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,1,1
a,0,0,0,0,0,0
c,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,1,0
a,0,0,0,0,1,0
a,0,0,0,0,1,0
a,0,0,0,0,1,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,0,0,0,1,0
c,0,0,0,0,1,0
a,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,1
c,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,1,0,0,0
a,0,0,0,0,0,1
b,0,0,0,0,0,1
a,0,0,0,0,0,0
b,0,0,0,0,0,1
a,0,0,0,0,1,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,1,1
a,0,0,0,0,0,0
b,0,0,0,0,0,1
a,0,0,0,0,0,0
b,0,0,0,0,1,0
a,0,0,0,0,0,1
a,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,1,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,1
b,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,1,1
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
b,0,0,0,0,0,0
a,0,0,0,0,1,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,0,0,0,0,0,0
a,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,1,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,0,0,0,0,0,0
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,1,0
a,0,0,0,0,0,0
b,0,0,0,0,1,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
a,0,0,0,0,0,0
c,0,0,0,0,0,0
b,0,0,0,0,0,1
a,0,0,0,0,1,1
a,0,0,0,0,0,1
a,0,0,0,0,0,0
a,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0.114716,0,0,0
b,0,0,0.775426,0,0,0
b,0,0,0.016537,0,0,0
b,0,0,0.844421,0,0,0
b,0,0,0.843847,0,0,0
b,0,0,0.905123,0,0,0
b,0,0,0.545925,0,0,0
b,0,0,0.180318,0,0,0
b,0,0,0.948248,0,0,0
b,0,0,0.181058,0,0,0
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,0,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,1,0
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
b,0,0,0,0,0,1
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0.366949
c,0,0,0,0,0,1
c,0,0,0,0,0,0.388051
c,0,0,0,0,0,0.771781
c,0,0,0,0,0,1
c,0,0,0,0,0,0.891189
c,0,0,0,0,0,0.469469
c,0,0,0,0,0,1
c,0,0,0,0,0,1
c,0,0,0,0,0,1
c,0,0,0,0,0,0.331124
c,0,0,0,0,0,1
c,0,0,0,0,0,0.251772
c,0,0,0,0,0,0.590039
c,0,0,0,0,0,0.934053
c,0,0,0,0,0,0.932422
c,0,0,0,0,0,0.288032
c,0,0,0,0,0,0.363423
c,0,0,0,0,0,0.508663
c,0,0,0,0,0,1
c,0,0,0,0,0,0.224383
c,0,0,0,0,0,0.186522
c,0,0,0,0,0,1
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0.082129,0
c,0,0,0,0,0.475572,0
c,0,0,0,0,0.925381,0
c,0,0,0,0,0.145955,0
c,0,0,0,0,0.842605,0
c,0,0,0,0,0.377998,0
c,0,0,0,0,0.519725,0
c,0,0,0,0,0.124536,0
c,0,0,0,0,0.01045,0
c,0,0,0,0,0.497192,0
c,0,0,0,0,0.692026,0
c,0,0,0,0,0.560629,0
c,0,0,0,0,0.673192,0
c,0,0,0,0,0.939847,0
c,0,0,0,0,0.650629,0
c,0,0,0,0,0.04882,0
c,0,0,0,0,0.817146,0
c,0,0,0,0,0.248536,0
c,0,0,0,0,0.955379,0
c,0,0,0,0,0.833867,0
c,0,0,0,0,0.651904,0
c,0,0,0,0,0.983032,0
c,0,0,0,0,0.166318,0
c,0,0,0,0,0,0.71746
c,0,0,0,0,0,1
c,0,0,0,0,0,1
c,0,0,0,0,0,0.494818
c,0,0,0,0,0,0.020835
c,0,0,0,0,0,0.891659
c,0,0,0,0,0,0.524698
c,0,0,0,0,0,0.263467
c,0,0,0,0,0,1
c,0,0,0,0,0,1
c,0,0,0,0,0,1
c,0,0,0,0,0,0.536256
c,0,0,0,0,0,0.709351
c,0,0,0,0,0,0.999242
c,0,0,0,0,0,0.650798
c,0,0,0,0,0,0.349495
c,0,0,0,0,0,0.690238
c,0,0,0,0,0,0.088112
c,0,0,0,0,0,0.506426
c,0,0,0,0,0,0.550733
c,0,0,0,0,0,0.234856
c,0,0,0,0,0,0.654183
c,0,0,0,0,0,1
c,0,0,0,0,0,0.211572
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
c,0,0,0,0,0,0
